item_id,title,clean_title,genres
932,First Kid (1996),first kid,"Children, Comedy"
933,"Funeral, The (1996)",funeral,Drama
934,"Preacher's Wife, The (1996)",preachers wife,Drama
935,Paradise Road (1997),paradise road,"Drama, War"
936,Brassed Off (1996),brassed,"Comedy, Drama, Romance"
937,"Thousand Acres, A (1997)",thousand acres,Drama
938,"Smile Like Yours, A (1997)",smile like,"Comedy, Romance"
939,Murder in the First (1995),murder first,"Drama, Thriller"
940,Airheads (1994),airheads,Comedy
941,With Honors (1994),honors,"Comedy, Drama"
942,What's Love Got to Do with It (1993),whats love got,Drama
943,Killing Zoe (1994),killing zoe,Thriller
944,Renaissance Man (1994),renaissance man,"Comedy, Drama, War"
945,Charade (1963),charade,"Comedy, Mystery, Romance, Thriller"
946,"Fox and the Hound, The (1981)",fox hound,"Animation, Children"
947,"Big Blue, The (Grand bleu, Le) (1988)",big blue grand bleu,"Adventure, Romance"
948,Booty Call (1997),booty call,"Comedy, Romance"
949,How to Make an American Quilt (1995),make american quilt,"Drama, Romance"
950,Georgia (1995),georgia,Drama
951,"Indian in the Cupboard, The (1995)",indian cupboard,"Adventure, Children, Fantasy"
952,Blue in the Face (1995),blue face,Comedy
953,Unstrung Heroes (1995),unstrung heroes,"Comedy, Drama"
954,Unzipped (1995),unzipped,Documentary
955,Before Sunrise (1995),sunrise,"Drama, Romance"
956,Nobody's Fool (1994),nobodys fool,Drama
957,Pushing Hands (1992),pushing hands,Comedy
958,To Live (Huozhe) (1994),live huozhe,Drama
959,Dazed and Confused (1993),dazed confused,Comedy
960,Naked (1993),naked,Drama
961,Orlando (1993),orlando,Drama
962,Ruby in Paradise (1993),ruby paradise,Drama
963,Some Folks Call It a Sling Blade (1993),folks call sling blade,"Drama, Thriller"
964,"Month by the Lake, A (1995)",month lake,"Comedy, Drama"
965,Funny Face (1957),funny face,"Comedy, Musical"
966,"Affair to Remember, An (1957)",affair remember,Romance
967,Little Lord Fauntleroy (1936),little lord fauntleroy,Drama
968,"Inspector General, The (1949)",inspector general,Musical
969,Winnie the Pooh and the Blustery Day (1968),winnie pooh blustery day,"Animation, Children"
970,Hear My Song (1991),hear song,Comedy
971,Mediterraneo (1991),mediterraneo,"Comedy, War"
972,Passion Fish (1992),passion fish,Drama
973,Grateful Dead (1995),grateful dead,Documentary
974,Eye for an Eye (1996),eye eye,"Drama, Thriller"
975,Fear (1996),fear,Thriller
976,Solo (1996),solo,"Action, Sci-Fi, Thriller"
977,"Substitute, The (1996)",substitute,Action
978,Heaven's Prisoners (1996),heavens prisoners,"Mystery, Thriller"
979,"Trigger Effect, The (1996)",trigger effect,"Drama, Thriller"
980,Mother Night (1996),mother night,Drama
981,Dangerous Ground (1997),dangerous ground,Drama
982,Maximum Risk (1996),maximum risk,"Action, Adventure, Thriller"
983,"Rich Man's Wife, The (1996)",rich mans wife,Thriller
984,Shadow Conspiracy (1997),shadow conspiracy,Thriller
985,Blood & Wine (1997),blood wine,Drama
986,Turbulence (1997),turbulence,Thriller
987,Underworld (1997),underworld,Thriller
988,"Beautician and the Beast, The (1997)",beautician beast,"Comedy, Romance"
989,Cats Don't Dance (1997),cats dont dance,"Animation, Children, Musical"
990,Anna Karenina (1997),anna karenina,"Drama, Romance"
991,Keys to Tulsa (1997),keys tulsa,Crime
992,Head Above Water (1996),head water,"Comedy, Thriller"
993,Hercules (1997),hercules,"Adventure, Animation, Children, Comedy, Musical"
994,"Last Time I Committed Suicide, The (1997)",last time committed suicide,Drama
995,"Kiss Me, Guido (1997)",kiss guido,Comedy
996,"Big Green, The (1995)",big green,"Children, Comedy"
997,Stuart Saves His Family (1995),stuart saves family,Comedy
998,Cabin Boy (1994),cabin boy,Comedy
999,Clean Slate (1994),clean slate,Comedy
1000,Lightning Jack (1994),lightning jack,"Comedy, Western"
1001,"Stupids, The (1996)",stupids,Comedy
1002,"Pest, The (1997)",pest,Comedy
1003,That Darn Cat! (1997),darn cat,"Children, Comedy, Mystery"
1004,Geronimo: An American Legend (1993),geronimo american legend,"Drama, Western"
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",double vie véronique double life veronique,Drama
1006,Until the End of the World (Bis ans Ende der Welt) (1991),end world bis ans ende der welt,"Drama, Sci-Fi"
1007,Waiting for Guffman (1996),waiting guffman,Comedy
1008,I Shot Andy Warhol (1996),shot andy warhol,Drama
1009,Stealing Beauty (1996),stealing beauty,Drama
1010,Basquiat (1996),basquiat,Drama
1011,2 Days in the Valley (1996),days valley,Crime
1012,Private Parts (1997),private parts,"Comedy, Drama"
1013,Anaconda (1997),anaconda,"Action, Adventure, Thriller"
1014,Romy and Michele's High School Reunion (1997),romy micheles high school reunion,Comedy
1015,Shiloh (1997),shiloh,"Children, Drama"
1016,Con Air (1997),con air,"Action, Adventure, Thriller"
1017,Trees Lounge (1996),trees lounge,Drama
1018,Tie Me Up! Tie Me Down! (1990),tie tie,Drama
1019,"Die xue shuang xiong (Killer, The) (1989)",die xue shuang xiong killer,"Action, Thriller"
1020,Gaslight (1944),gaslight,"Mystery, Thriller"
1021,8 1/2 (1963),,Drama
1022,"Fast, Cheap & Out of Control (1997)",fast cheap control,Documentary
1023,Fathers' Day (1997),fathers day,Comedy
1024,Mrs. Dalloway (1997),mrs dalloway,Romance
1025,Fire Down Below (1997),fire,"Action, Drama, Thriller"
1026,"Lay of the Land, The (1997)",lay land,"Comedy, Drama"
1027,"Shooter, The (1995)",shooter,Action
1028,Grumpier Old Men (1995),grumpier old men,"Comedy, Romance"
1029,Jury Duty (1995),jury duty,Comedy
1030,"Beverly Hillbillies, The (1993)",beverly hillbillies,Comedy
1031,Lassie (1994),lassie,"Adventure, Children"
1032,Little Big League (1994),little big league,"Children, Comedy"
1033,Homeward Bound II: Lost in San Francisco (1996),homeward bound lost san francisco,"Adventure, Children"
1034,"Quest, The (1996)",quest,"Action, Adventure"
1035,Cool Runnings (1993),cool runnings,Comedy
1036,Drop Dead Fred (1991),drop dead fred,"Comedy, Fantasy"
1037,Grease 2 (1982),grease,"Comedy, Musical, Romance"
1038,Switchback (1997),switchback,Thriller
1039,Hamlet (1996),hamlet,Drama
1040,Two if by Sea (1996),two sea,"Comedy, Romance"
1041,Forget Paris (1995),forget paris,"Comedy, Romance"
1042,Just Cause (1995),cause,"Mystery, Thriller"
1043,Rent-a-Kid (1995),rentakid,Comedy
1044,"Paper, The (1994)",paper,"Comedy, Drama"
1045,Fearless (1993),fearless,Drama
1046,Malice (1993),malice,Thriller
1047,Multiplicity (1996),multiplicity,Comedy
1048,She's the One (1996),shes one,"Comedy, Romance"
1049,House Arrest (1996),house arrest,Comedy
1050,"Ghost and Mrs. Muir, The (1947)",ghost mrs muir,"Drama, Romance"
1051,"Associate, The (1996)",associate,Comedy
1052,Dracula: Dead and Loving It (1995),dracula dead loving,"Comedy, Horror"
1053,Now and Then (1995),,Drama
1054,Mr. Wrong (1996),wrong,Comedy
1055,"Simple Twist of Fate, A (1994)",simple twist fate,Drama
1056,Cronos (1992),cronos,Horror
1057,"Pallbearer, The (1996)",pallbearer,Comedy
1058,"War, The (1994)",war,"Adventure, Drama"
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),dont menace south central drinking juice hood,Comedy
1060,"Adventures of Pinocchio, The (1996)",adventures pinocchio,"Adventure, Children"
1061,"Evening Star, The (1996)",evening star,"Comedy, Drama"
1062,Four Days in September (1997),four days september,Drama
1063,"Little Princess, A (1995)",little princess,"Children, Drama"
1064,Crossfire (1947),crossfire,"Crime, Film-Noir"
1065,Koyaanisqatsi (1983),koyaanisqatsi,"Documentary, War"
1066,Balto (1995),balto,"Animation, Children"
1067,Bottle Rocket (1996),bottle rocket,Comedy
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",star maker uomo delle stelle,Drama
1069,Amateur (1994),amateur,"Crime, Drama, Thriller"
1070,Living in Oblivion (1995),living oblivion,Comedy
1071,Party Girl (1995),party girl,Comedy
1072,"Pyromaniac's Love Story, A (1995)",pyromaniacs love story,"Comedy, Romance"
1073,Shallow Grave (1994),shallow grave,Thriller
1074,Reality Bites (1994),reality bites,"Comedy, Drama"
1075,"Man of No Importance, A (1994)",man importance,Drama
1076,"Pagemaster, The (1994)",pagemaster,"Action, Adventure, Animation, Children, Fantasy"
1077,Love and a .45 (1994),love,Thriller
1078,Oliver & Company (1988),oliver company,"Animation, Children"
1079,Joe's Apartment (1996),joes apartment,"Comedy, Musical"
1080,Celestial Clockwork (1994),celestial clockwork,Comedy
1081,Curdled (1996),curdled,Crime
1082,Female Perversions (1996),female perversions,Drama
1083,Albino Alligator (1996),albino alligator,"Crime, Thriller"
1084,Anne Frank Remembered (1995),anne frank remembered,Documentary
1085,Carried Away (1996),carried away,"Drama, Romance"
1086,It's My Party (1995),party,Drama
1087,Bloodsport 2 (1995),bloodsport,Action
1088,Double Team (1997),double team,Action
1089,Speed 2: Cruise Control (1997),speed cruise control,"Action, Romance, Thriller"
1090,Sliver (1993),sliver,Thriller
1091,Pete's Dragon (1977),petes dragon,"Adventure, Animation, Children, Musical"
1092,Dear God (1996),dear god,Comedy
1093,Live Nude Girls (1995),live nude girls,Comedy
1094,"Thin Line Between Love and Hate, A (1996)",thin line love hate,Comedy
1095,High School High (1996),high school high,Comedy
1096,Commandments (1997),commandments,Romance
1097,"Hate (Haine, La) (1995)",hate haine,Drama
1098,Flirting With Disaster (1996),flirting disaster,Comedy
1099,"Red Firecracker, Green Firecracker (1994)",red firecracker green firecracker,Drama
1100,What Happened Was... (1994),happened,"Comedy, Drama, Romance"
1101,Six Degrees of Separation (1993),six degrees separation,"Drama, Mystery"
1102,Two Much (1996),two much,"Comedy, Romance"
1103,Trust (1990),trust,"Comedy, Drama"
1104,C'est arrivé près de chez vous (1992),cest arrivé près chez vous,"Comedy, Crime, Drama"
1105,Firestorm (1998),firestorm,"Action, Adventure, Thriller"
1106,"Newton Boys, The (1998)",newton boys,"Crime, Drama"
1107,Beyond Rangoon (1995),beyond rangoon,Drama
1108,Feast of July (1995),feast july,Drama
1109,Death and the Maiden (1994),death maiden,"Drama, Thriller"
1110,Tank Girl (1995),tank girl,"Action, Comedy, Musical, Sci-Fi"
1111,Double Happiness (1994),double happiness,Drama
1112,Cobb (1994),cobb,Drama
1113,Mrs. Parker and the Vicious Circle (1994),mrs parker vicious circle,Drama
1114,Faithful (1996),faithful,Comedy
1115,Twelfth Night (1996),twelfth night,"Comedy, Drama, Romance"
1116,"Mark of Zorro, The (1940)",mark zorro,Adventure
1117,Surviving Picasso (1996),surviving picasso,Drama
1118,Up in Smoke (1978),smoke,Comedy
1119,Some Kind of Wonderful (1987),kind wonderful,"Drama, Romance"
1120,I'm Not Rappaport (1996),rappaport,Comedy
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",umbrellas cherbourg parapluies cherbourg les,"Drama, Musical"
1122,They Made Me a Criminal (1939),made criminal,"Crime, Drama"
1123,"Last Time I Saw Paris, The (1954)",last time saw paris,Drama
1124,"Farewell to Arms, A (1932)",farewell arms,"Romance, War"
1125,"Innocents, The (1961)",innocents,Thriller
1126,"Old Man and the Sea, The (1958)",old man sea,"Adventure, Drama"
1127,"Truman Show, The (1998)",truman show,Drama
1128,Heidi Fleiss: Hollywood Madam (1995) ,heidi fleiss hollywood madam,Documentary
1129,Chungking Express (1994),chungking express,"Drama, Mystery, Romance"
1130,Jupiter's Wife (1994),jupiters wife,Documentary
1131,Safe (1995),safe,Thriller
1132,Feeling Minnesota (1996),feeling minnesota,"Drama, Romance"
1133,Escape to Witch Mountain (1975),escape witch mountain,"Adventure, Children, Fantasy"
1134,Get on the Bus (1996),get bus,Drama
1135,"Doors, The (1991)",doors,"Drama, Musical"
1136,Ghosts of Mississippi (1996),ghosts mississippi,Drama
1137,Beautiful Thing (1996),beautiful thing,"Drama, Romance"
1138,Best Men (1997),best men,"Action, Comedy, Crime, Drama"
1139,Hackers (1995),hackers,"Action, Crime, Thriller"
1140,"Road to Wellville, The (1994)",road wellville,Comedy
1141,"War Room, The (1993)",war room,Documentary
1142,When We Were Kings (1996),kings,Documentary
1143,Hard Eight (1996),hard eight,"Crime, Thriller"
1144,"Quiet Room, The (1996)",quiet room,Drama
1145,Blue Chips (1994),blue chips,Drama
1146,Calendar Girl (1993),calendar girl,Drama
1147,My Family (1995),family,Drama
1148,Tom & Viv (1994),tom viv,Drama
1149,Walkabout (1971),walkabout,Drama
1150,Last Dance (1996),last dance,Drama
1151,Original Gangstas (1996),original gangstas,Crime
1152,In Love and War (1996),love war,"Romance, War"
1153,Backbeat (1993),backbeat,"Drama, Musical"
1154,Alphaville (1965),alphaville,Sci-Fi
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",rendezvous paris rendezvous paris les,"Comedy, Romance"
1156,Cyclo (1995),cyclo,"Crime, Drama"
1157,"Relic, The (1997)",relic,Horror
1158,"Fille seule, La (A Single Girl) (1995)",fille seule single girl,Drama
1159,Stalker (1979),stalker,"Mystery, Sci-Fi"
1160,Love! Valour! Compassion! (1997),love valour compassion,"Drama, Romance"
1161,Palookaville (1996),palookaville,"Action, Drama"
1162,Phat Beach (1996),phat beach,Comedy
1163,"Portrait of a Lady, The (1996)",portrait lady,Drama
1164,Zeus and Roxanne (1997),zeus roxanne,Children
1165,Big Bully (1996),big bully,"Comedy, Drama"
1166,Love & Human Remains (1993),love human remains,Comedy
1167,"Sum of Us, The (1994)",sum,Comedy
1168,Little Buddha (1993),little buddha,Drama
1169,Fresh (1994),fresh,Drama
1170,Spanking the Monkey (1994),spanking monkey,"Comedy, Drama"
1171,Wild Reeds (1994),wild reeds,Drama
1172,"Women, The (1939)",women,Comedy
1173,Bliss (1997),bliss,"Drama, Romance"
1174,Caught (1996),caught,"Drama, Thriller"
1175,Hugo Pool (1997),hugo pool,Romance
1176,Welcome To Sarajevo (1997),welcome sarajevo,"Drama, War"
1177,Dunston Checks In (1996),dunston checks,Comedy
1178,Major Payne (1994),major payne,Comedy
1179,Man of the House (1995),man house,Comedy
1180,I Love Trouble (1994),love trouble,"Action, Comedy"
1181,"Low Down Dirty Shame, A (1994)",low dirty shame,"Action, Comedy"
1182,Cops and Robbersons (1994),cops robbersons,Comedy
1183,"Cowboy Way, The (1994)",cowboy way,"Action, Comedy"
1184,"Endless Summer 2, The (1994)",endless summer,Documentary
1185,In the Army Now (1994),army,"Comedy, War"
1186,"Inkwell, The (1994)",inkwell,"Comedy, Drama"
1187,Switchblade Sisters (1975),switchblade sisters,Crime
1188,Young Guns II (1990),young guns,"Action, Comedy, Western"
1189,Prefontaine (1997),prefontaine,Drama
1190,That Old Feeling (1997),old feeling,"Comedy, Romance"
1191,"Letter From Death Row, A (1998)",letter death row,"Crime, Drama"
1192,"Boys of St. Vincent, The (1993)",boys vincent,Drama
1193,Before the Rain (Pred dozhdot) (1994),rain pred dozhdot,Drama
1194,Once Were Warriors (1994),warriors,"Crime, Drama"
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),strawberry chocolate fresa chocolate,Drama
1196,"Savage Nights (Nuits fauves, Les) (1992)",savage nights nuits fauves les,Drama
1197,"Family Thing, A (1996)",family thing,"Comedy, Drama"
1198,Purple Noon (1960),purple noon,"Crime, Thriller"
1199,Cemetery Man (Dellamorte Dellamore) (1994),cemetery man dellamorte dellamore,"Comedy, Horror"
1200,Kim (1950),kim,"Children, Drama"
1201,Marlene Dietrich: Shadow and Light (1996) ,marlene dietrich shadow light,Documentary
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",maybe maybe bewegte mann der,Comedy
1203,Top Hat (1935),top hat,"Comedy, Musical, Romance"
1204,To Be or Not to Be (1942),,"Comedy, Drama, War"
1205,"Secret Agent, The (1996)",secret agent,Drama
1206,Amos & Andrew (1993),amos andrew,Comedy
1207,Jade (1995),jade,Thriller
1208,Kiss of Death (1995),kiss death,"Crime, Drama, Thriller"
1209,Mixed Nuts (1994),mixed nuts,Comedy
1210,Virtuosity (1995),virtuosity,"Sci-Fi, Thriller"
1211,Blue Sky (1994),blue sky,"Drama, Romance"
1212,Flesh and Bone (1993),flesh bone,"Drama, Mystery, Romance"
1213,Guilty as Sin (1993),guilty sin,"Crime, Drama, Thriller"
1214,In the Realm of the Senses (Ai no corrida) (1976),realm senses corrida,Drama
1215,Barb Wire (1996),barb wire,"Action, Sci-Fi"
1216,Kissed (1996),kissed,Romance
1217,Assassins (1995),assassins,Thriller
1218,Friday (1995),friday,Comedy
1219,"Goofy Movie, A (1995)",goofy movie,"Animation, Children, Comedy, Romance"
1220,Higher Learning (1995),higher learning,Drama
1221,When a Man Loves a Woman (1994),man loves woman,Drama
1222,Judgment Night (1993),judgment night,Action
1223,King of the Hill (1993),king hill,Drama
1224,"Scout, The (1994)",scout,Drama
1225,Angus (1995),angus,Comedy
1226,Night Falls on Manhattan (1997),night falls manhattan,"Crime, Drama"
1227,"Awfully Big Adventure, An (1995)",awfully big adventure,Drama
1228,Under Siege 2: Dark Territory (1995),siege dark territory,Action
1229,Poison Ivy II (1995),poison ivy,"Drama, Thriller"
1230,Ready to Wear (Pret-A-Porter) (1994),ready wear pretaporter,Comedy
1231,Marked for Death (1990),marked death,"Action, Drama"
1232,Madonna: Truth or Dare (1991),madonna truth dare,Documentary
1233,Nénette et Boni (1996),nénette boni,Drama
1234,Chairman of the Board (1998),chairman board,Comedy
1235,"Big Bang Theory, The (1994)",big bang theory,Crime
1236,"Other Voices, Other Rooms (1997)",voices rooms,Drama
1237,Twisted (1996),twisted,"Comedy, Drama"
1238,Full Speed (1996),full speed,Drama
1239,Cutthroat Island (1995),cutthroat island,"Action, Adventure, Romance"
1240,Ghost in the Shell (Kokaku kidotai) (1995),ghost shell kokaku kidotai,"Animation, Sci-Fi"
1241,"Van, The (1996)",van,"Comedy, Drama"
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",old lady walked sea vieille qui marchait dans mer,Comedy
1243,Night Flier (1997),night flier,Horror
1244,Metro (1997),metro,Action
1245,Gridlock'd (1997),gridlockd,Crime
1246,Bushwhacked (1995),bushwhacked,Comedy
1247,Bad Girls (1994),bad girls,Western
1248,Blink (1994),blink,Thriller
1249,For Love or Money (1993),love money,Comedy
1250,Best of the Best 3: No Turning Back (1995),best best turning back,Action
1251,A Chef in Love (1996),chef love,Comedy
1252,"Contempt (Mépris, Le) (1963)",contempt mépris,Drama
1253,"Tie That Binds, The (1995)",tie binds,Thriller
1254,Gone Fishin' (1997),gone fishin,Comedy
1255,Broken English (1996),broken english,Drama
1256,"Designated Mourner, The (1997)",designated mourner,Drama
1257,"Designated Mourner, The (1997)",designated mourner,Drama
1258,Trial and Error (1997),trial error,"Comedy, Romance"
1259,Pie in the Sky (1995),pie sky,"Comedy, Romance"
1260,Total Eclipse (1995),total eclipse,Drama
1261,"Run of the Country, The (1995)",run country,Drama
1262,Walking and Talking (1996),walking talking,Romance
1263,Foxfire (1996),foxfire,Drama
1264,Nothing to Lose (1994),nothing lose,Drama
1265,Star Maps (1997),star maps,Drama
1266,Bread and Chocolate (Pane e cioccolata) (1973),bread chocolate pane cioccolata,Drama
1267,Clockers (1995),clockers,Drama
1268,Bitter Moon (1992),bitter moon,Drama
1269,Love in the Afternoon (1957),love afternoon,"Comedy, Romance"
1270,Life with Mikey (1993),life mikey,Comedy
1271,North (1994),north,Comedy
1272,Talking About Sex (1994),talking sex,"Comedy, Drama"
1273,Color of Night (1994),color night,"Drama, Thriller"
1274,Robocop 3 (1993),robocop,"Sci-Fi, Thriller"
1275,Killer (Bulletproof Heart) (1994),killer bulletproof heart,Thriller
1276,Sunset Park (1996),sunset park,Drama
1277,Set It Off (1996),set,"Action, Crime"
1278,Selena (1997),selena,"Drama, Musical"
1279,Wild America (1997),wild america,"Adventure, Children"
1280,Gang Related (1997),gang related,Crime
1281,Manny & Lo (1996),manny,Drama
1282,"Grass Harp, The (1995)",grass harp,Drama
1283,Out to Sea (1997),sea,Comedy
1284,Before and After (1996),,"Drama, Mystery"
1285,Princess Caraboo (1994),princess caraboo,Drama
1286,Shall We Dance? (1937),shall dance,"Comedy, Musical, Romance"
1287,Ed (1996),,Comedy
1288,Denise Calls Up (1995),denise calls,Comedy
1289,Jack and Sarah (1995),jack sarah,Romance
1290,Country Life (1994),country life,"Drama, Romance"
1291,Celtic Pride (1996),celtic pride,Comedy
1292,"Simple Wish, A (1997)",simple wish,"Children, Fantasy"
1293,Star Kid (1997),star kid,"Adventure, Children, Fantasy, Sci-Fi"
1294,Ayn Rand: A Sense of Life (1997),ayn rand sense life,Documentary
1295,Kicked in the Head (1997),kicked head,"Comedy, Drama"
1296,Indian Summer (1996),indian summer,"Comedy, Drama"
1297,Love Affair (1994),love affair,"Drama, Romance"
1298,"Band Wagon, The (1953)",band wagon,"Comedy, Musical"
1299,Penny Serenade (1941),penny serenade,"Drama, Romance"
1300,'Til There Was You (1997),til,"Drama, Romance"
1301,Stripes (1981),stripes,Comedy
1302,Late Bloomers (1996),late bloomers,Comedy
1303,"Getaway, The (1994)",getaway,Action
1304,New York Cop (1996),new york cop,"Action, Crime"
1305,National Lampoon's Senior Trip (1995),national lampoons senior trip,Comedy
1306,Delta of Venus (1994),delta venus,Drama
1307,Carmen Miranda: Bananas Is My Business (1994),carmen miranda bananas business,Documentary
1308,Babyfever (1994),babyfever,"Comedy, Drama"
1309,"Very Natural Thing, A (1974)",natural thing,Drama
1310,"Walk in the Sun, A (1945)",walk sun,Drama
1311,Waiting to Exhale (1995),waiting exhale,"Comedy, Drama"
1312,"Pompatus of Love, The (1996)",pompatus love,"Comedy, Drama"
1313,Palmetto (1998),palmetto,"Film-Noir, Mystery, Thriller"
1314,Surviving the Game (1994),surviving game,"Action, Adventure, Thriller"
1315,Inventing the Abbotts (1997),inventing abbotts,"Drama, Romance"
1316,"Horse Whisperer, The (1998)",horse whisperer,Drama
1317,"Journey of August King, The (1995)",journey august king,Drama
1318,Catwalk (1995),catwalk,Documentary
1319,"Neon Bible, The (1995)",neon bible,Drama
1320,Homage (1995),homage,Drama
1321,Open Season (1996),open season,Comedy
1322,Metisse (Café au Lait) (1993),metisse café lait,Comedy
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",wooden mans bride kui,Drama
1324,Loaded (1994),loaded,"Drama, Thriller"
1325,August (1996),august,Drama
1326,Boys (1996),boys,Drama
1327,Captives (1994),captives,Drama
1328,Of Love and Shadows (1994),love shadows,Drama
1329,"Low Life, The (1994)",low life,Drama
1330,An Unforgettable Summer (1994),unforgettable summer,Drama
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",last klezmer leopold kozlowski life music,Documentary
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),life times antonin artaud compagnie dantonin artaud,Drama
1333,Midnight Dancers (Sibak) (1994),midnight dancers sibak,"Comedy, Drama"
1334,Somebody to Love (1994),somebody love,Drama
1335,American Buffalo (1996),american buffalo,Drama
1336,Kazaam (1996),kazaam,"Children, Comedy, Fantasy"
1337,Larger Than Life (1996),larger life,Comedy
1338,Two Deaths (1995),two deaths,Drama
1339,Stefano Quantestorie (1993),stefano quantestorie,"Comedy, Drama"
1340,"Crude Oasis, The (1995)",crude oasis,Romance
1341,Hedd Wyn (1992),hedd wyn,Drama
1342,"Convent, The (Convento, O) (1995)",convent convento,Drama
1343,Lotto Land (1995),lotto land,Drama
1344,"Story of Xinghua, The (1993)",story xinghua,Drama
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",day sun turned cold tianguo niezi,Drama
1346,Dingo (1992),dingo,Drama
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",ballad narayama narayama bushiko,Drama
1348,Every Other Weekend (1990),every weekend,Drama
1349,Mille bolle blu (1993),mille bolle blu,Comedy
1350,Crows and Sparrows (1949),crows sparrows,Drama
1351,Lover's Knot (1996),lovers knot,Comedy
1352,Shadow of Angels (Schatten der Engel) (1976),shadow angels schatten der engel,Drama
1353,1-900 (1994),1900,Romance
1354,Venice/Venice (1992),venicevenice,Drama
1355,Infinity (1996),infinity,Drama
1356,Ed's Next Move (1996),eds next move,Comedy
1357,For the Moment (1994),moment,"Romance, War"
1358,The Deadly Cure (1996),deadly cure,Action
1359,Boys in Venice (1996),boys venice,Drama
1360,"Sexual Life of the Belgians, The (1994)",sexual life belgians,Comedy
1361,"Search for One-eye Jimmy, The (1996)",search oneeye jimmy,Comedy
1362,American Strays (1996),american strays,Action
1363,"Leopard Son, The (1996)",leopard son,Documentary
1364,Bird of Prey (1996),bird prey,Action
1365,Johnny 100 Pesos (1993),johnny 100 pesos,"Action, Drama"
1366,JLG/JLG - autoportrait de décembre (1994),jlgjlg autoportrait décembre,"Documentary, Drama"
1367,Faust (1994),faust,Animation
1368,Mina Tannenbaum (1994),mina tannenbaum,Drama
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",forbidden christ cristo proibito,Drama
1370,I Can't Sleep (J'ai pas sommeil) (1994),cant sleep jai pas sommeil,"Drama, Thriller"
1371,"Machine, The (1994)",machine,"Comedy, Horror"
1372,"Stranger, The (1994)",stranger,Action
1373,Good Morning (1971),good morning,unknown
1374,Falling in Love Again (1980),falling love,Comedy
1375,"Cement Garden, The (1993)",cement garden,Drama
1376,Meet Wally Sparks (1997),meet wally sparks,Comedy
1377,Hotel de Love (1996),hotel love,"Comedy, Romance"
1378,Rhyme & Reason (1997),rhyme reason,Documentary
1379,Love and Other Catastrophes (1996),love catastrophes,Romance
1380,Hollow Reed (1996),hollow reed,Drama
1381,Losing Chase (1996),losing chase,Drama
1382,"Bonheur, Le (1965)",bonheur,Drama
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",second jungle book mowgli baloo,"Adventure, Children"
1384,Squeeze (1996),squeeze,Drama
1385,Roseanna's Grave (For Roseanna) (1997),roseannas grave roseanna,"Comedy, Romance"
1386,Tetsuo II: Body Hammer (1992),tetsuo body hammer,Sci-Fi
1387,Fall (1997),fall,Romance
1388,Gabbeh (1996),gabbeh,Drama
1389,Mondo (1996),mondo,Drama
1390,"Innocent Sleep, The (1995)",innocent sleep,Crime
1391,For Ever Mozart (1996),ever mozart,Drama
1392,"Locusts, The (1997)",locusts,Drama
1393,Stag (1997),stag,"Action, Thriller"
1394,Swept from the Sea (1997),swept sea,Romance
1395,Hurricane Streets (1998),hurricane streets,Drama
1396,Stonewall (1995),stonewall,Drama
1397,Of Human Bondage (1934),human bondage,Drama
1398,Anna (1996),anna,Drama
1399,Stranger in the House (1997),stranger house,Thriller
1400,Picture Bride (1995),picture bride,"Drama, Romance"
1401,M. Butterfly (1993),butterfly,Drama
1402,"Ciao, Professore! (1993)",ciao professore,Drama
1403,Caro Diario (Dear Diary) (1994),caro diario dear diary,"Comedy, Drama"
1404,Withnail and I (1987),withnail,Comedy
1405,Boy's Life 2 (1997),boys life,Drama
1406,When Night Is Falling (1995),night falling,"Drama, Romance"
1407,"Specialist, The (1994)",specialist,Action
1408,Gordy (1995),gordy,Comedy
1409,"Swan Princess, The (1994)",swan princess,"Animation, Children"
1410,Harlem (1993),harlem,Drama
1411,Barbarella (1968),barbarella,"Adventure, Sci-Fi"
1412,Land Before Time III: The Time of the Great Giving (1995) (V),land time iii time great giving,"Animation, Children"
1413,Street Fighter (1994),street fighter,Action
1414,Coldblooded (1995),coldblooded,Action
1415,"Next Karate Kid, The (1994)",next karate kid,"Action, Children"
1416,No Escape (1994),escape,"Action, Sci-Fi"
1417,"Turning, The (1992)",turning,Drama
1418,"Joy Luck Club, The (1993)",joy luck club,Drama
1419,Highlander III: The Sorcerer (1994),highlander iii sorcerer,"Action, Sci-Fi"
1420,Gilligan's Island: The Movie (1998),gilligans island movie,Comedy
